area;settore;plot;elevation;tri;tpi;rough;slope;flowdir;Abi_alb_;Pin_nig_;Ace_opa_;Ace_pse_;Pru_spi_;Fra_orn_;Ros_sp._;Jun_com_;Cor_mas_;Que_cer_;Que_pub_;Ace_cam_;Cra_mon_;Ost_car_;Ulm_cam_;Sor_auc_;Ile_aqu_;Sor_tor_;Pyr_pyr_;Aln_glu_;Aln_cor_;Sal_cap_;Pru_avi_;Mal_syl_;Pse_men_;Pin_syl_;Bra_rup_;Rub_can_;Car_fla_;Hed_hel_;Dac_glo_;Bug_pur_;Bro_ram_;Equ_sp._;Cle_vit_;Bri_med_;Vic_spa_Och;Lon_sp._;Dau_car_;Vio_rei_;Pot_rec_;Tri_pra_;Cli_vul_;Mel_uni_;Tus_far_;Dor_pen_;Hol_lan_;Dor_hir_;Teu_cha_;Lot_cor_;Ono_spi_;Orc_mac_;Sca_col_;Cru_gla_;Hyp_sp._;Lat_syl_;Gen_tin_;Gen_sp._;Gal_luc_;Con_sp._;Cor_sp._;Hip_com_;Tri_sp._;Phl_pra_;Tam_com_;Bla_per_;Ran_sp._;Cor_eme_;Aru_mac_;Leu_vul_;Spa_jun_;Hel_foe_;Poa_nem_;Sil_sp._;Mon_hyp_;San_min_;Pla_lan_;Ach_mil_;Fes_het_;Pri_ver_;Tri_cam_;Rap_rug_;Cre_sp._;Car_pen_;Dip_ful_;Aju_rep_;Ast_mon_;Sp1_Pic_suf;Gal_rot_;Cep_dam_;Med_fal_;Tar__;Tri_rep_;Inu_sp._;Jun_sp._;Tra_por_;Bis_sp._;Cer_lig_;Arc_lap_;Pic_hie_;Pte_aqu_;Rub_ida_;Cyt_sco_;Fag_syl_;Ced_deo_;Sal_glu_;Mur_zan_;Sed_sp._;Cre_leo_;Pla_bif_;Dig_mic_;Moe_tri_;Ver_off_;Luz_niv_;Fra_ves_;Ant_odo_;Epi_mon_;Orc_sp._;Sen_ova_;Ger_sp._;Teu_sco_;Ver_fil_;Eri_car_;Bun_bul_;Cam_sp._;Hel_ita_
2;2.5;2.5.3;1089.66;2.9;-1.3;9.8;19.5;1;5;8;0;0;0;2;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2.6;2.6.1;1088.97;1.8;-0.7;6.2;12.8;16;2;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2.6;2.6.2;1115.12;4.9;0.6;15.4;31.9;4;5;8;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2;2.6;2.6.3;1121.59;3.6;1.1;10.9;25.2;4;3;9;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2.7;2.7.1;1076.55;5.4;-0.0;18.2;34.5;16;7;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2.7;2.7.2;1084.03;4.7;-0.3;15.7;30.9;16;3;8;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2;2.7;2.7.3;1098.32;3.9;-0.0;13.2;26.5;16;7;8;0;0;0;0;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2.8;2.8.1;1158.38;1.5;-0.8;4.7;10.4;4;7;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;3;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;1;1;1;0;0;0;0;0
2;2.8;2.8.2;1151.52;2.3;-0.8;6.3;14.9;4;7;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;2;0;0;2;0;0;0;0
2;2.8;2.8.3;1155.88;2.6;0.5;8.2;17.8;4;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;0;2;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2;2.9;2.9.1;1035.78;4.7;0.3;18.7;32.7;8;5;9;5;0;0;2;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;8;2;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;2.9;2.9.2;1042.35;4.6;-0.3;16.1;30.4;8;5;9;3;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2;2.9;2.9.3;1049.93;4.8;0.9;18.6;33.5;8;7;9;1;0;0;3;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
